,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
as_caida20040105,1.000000e+00,9.094342e-01,6.822907e-01,6.521602e-01,6.150505e-01,5.249332e-01,4.719906e-01,4.792536e-01,4.147910e-01,4.834993e-01,2.450605e-03,3.527982e-02,8.510444e-02,2.628756e-02,3.633939e-02,2.858575e-01,1.035005e-01,2.822294e-01,1.344488e-01,0.000000e+00,0.000000e+00,8.822419e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.890737e-03,6.296016e-02,3.092027e-02,1.697338e-03,1.082138e-02,3.891533e-01,5.653483e-03,,1.840153e-03,8.042529e-03,3.720938e-02,8.188198e-03,4.046378e-01,2.693893e-02,2.751870e-03,2.540030e-02,6.553958e-02,7.234767e-03,2.875288e-02,1.933891e-02,,,8.485501e-03,2.704046e-03,2.764716e-03,2.913334e-03,2.412444e-03,3.441323e-02,4.411209e-02,4.411209e-02,4.835296e-01,2.352153e-03,4.909736e-02,1.175281e-01,5.456011e-02,5.727677e-01,2.502455e-01,5.215578e-01,3.724051e-02,2.259612e-03,1.165840e-02,3.099553e-01,4.476649e-01,5.010159e-01,4.412743e-01,3.605890e-01,2.174596e-01,2.752829e-01,1.463960e-01,9.543937e-02,0.000000e+00,5.320644e-01,5.341665e-02,1.496270e-01,1.180571e-01,,2.557059e-01,3.517987e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.411209e-02,0.000000e+00,1.323363e-01
as_caida20040705,,1.000000e+00,6.521806e-01,6.317878e-01,6.156902e-01,5.203760e-01,4.732290e-01,4.745736e-01,4.065495e-01,4.789677e-01,2.514600e-03,3.631001e-02,8.971997e-02,2.780746e-02,3.812541e-02,2.890658e-01,1.079046e-01,2.932013e-01,1.413877e-01,0.000000e+00,0.000000e+00,8.041792e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.971987e-03,6.459037e-02,3.241596e-02,1.744083e-03,1.111397e-02,4.241729e-01,5.720516e-03,,1.817388e-03,8.551875e-03,3.833743e-02,8.310596e-03,4.786291e-01,2.744511e-02,2.718787e-03,2.662606e-02,6.924878e-02,7.245162e-03,2.911031e-02,1.975355e-02,,,7.804694e-03,2.705679e-03,2.759737e-03,2.897910e-03,2.322354e-03,3.126879e-02,4.020896e-02,4.020896e-02,4.841251e-01,2.363121e-03,4.788666e-02,1.194608e-01,5.686235e-02,5.596002e-01,2.456862e-01,5.390701e-01,3.897687e-02,2.343084e-03,1.173986e-02,2.811513e-01,4.154226e-01,4.599349e-01,4.251238e-01,3.472509e-01,1.949423e-01,2.505797e-01,1.337976e-01,8.611535e-02,0.000000e+00,4.863068e-01,5.413894e-02,1.527986e-01,1.202042e-01,,2.671710e-01,3.580255e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.020896e-02,0.000000e+00,1.206269e-01
as_caida20050103,,,1.000000e+00,9.210748e-01,8.782155e-01,7.449895e-01,6.710656e-01,6.811960e-01,5.890453e-01,6.850234e-01,3.496574e-03,5.030816e-02,1.224430e-01,3.769049e-02,5.213644e-02,4.062682e-01,1.483892e-01,4.038615e-01,1.940559e-01,0.000000e+00,0.000000e+00,6.106402e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.738438e-03,8.991418e-02,4.372691e-02,2.412626e-03,1.530660e-02,2.839554e-01,8.099069e-03,,2.630272e-03,1.151630e-02,5.330247e-02,1.161585e-02,2.926623e-01,3.836829e-02,3.893704e-03,3.650560e-02,9.476037e-02,1.029734e-02,4.097644e-02,2.772627e-02,,,1.168807e-02,3.829878e-03,3.914666e-03,4.122077e-03,3.372049e-03,4.739885e-02,3.053201e-02,3.053201e-02,6.817702e-01,3.309654e-03,3.425262e-02,1.676937e-01,7.850120e-02,8.104392e-01,1.782057e-01,7.465209e-01,5.345000e-02,3.243862e-03,1.659217e-02,4.250526e-01,6.156271e-01,6.852403e-01,6.191699e-01,5.031055e-01,2.981814e-01,3.792647e-01,2.010992e-01,1.309637e-01,0.000000e+00,3.663841e-01,7.621049e-02,2.140236e-01,1.687939e-01,,3.654364e-01,5.042749e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.053201e-02,0.000000e+00,9.159603e-02
as_caida20050704,,,,1.000000e+00,9.281481e-01,7.878651e-01,7.115656e-01,7.194776e-01,6.197943e-01,7.244666e-01,3.743264e-03,5.410796e-02,1.310571e-01,4.081957e-02,5.623542e-02,4.335686e-01,1.595332e-01,4.337581e-01,2.078142e-01,0.000000e+00,0.000000e+00,5.760450e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.921454e-03,9.607591e-02,4.765306e-02,2.588612e-03,1.645705e-02,2.788549e-01,8.562677e-03,,2.762385e-03,1.261682e-02,5.705420e-02,1.242585e-02,3.014050e-01,4.101205e-02,4.122452e-03,3.918760e-02,1.016622e-01,1.090479e-02,4.362888e-02,2.951129e-02,,,1.219719e-02,4.084440e-03,4.172302e-03,4.388651e-03,3.560191e-03,4.932088e-02,2.880225e-02,2.880225e-02,7.259169e-01,3.522686e-03,3.350896e-02,1.788585e-01,8.429794e-02,8.226203e-01,1.711275e-01,7.819459e-01,5.754586e-02,3.475903e-03,1.761498e-02,4.446181e-01,6.470388e-01,7.149378e-01,6.523764e-01,5.339315e-01,3.098714e-01,3.955388e-01,2.105189e-01,1.366696e-01,0.000000e+00,3.466105e-01,8.116083e-02,2.275211e-01,1.792400e-01,,3.983733e-01,5.373125e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.880225e-02,0.000000e+00,8.640674e-02
as_caida20060116,,,,,1.000000e+00,8.088137e-01,7.274909e-01,7.329495e-01,6.333601e-01,7.450112e-01,3.925224e-03,5.650024e-02,1.408027e-01,4.380545e-02,5.961128e-02,4.491087e-01,1.706033e-01,4.539518e-01,2.235840e-01,0.000000e+00,0.000000e+00,4.552189e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.114478e-03,1.014316e-01,5.023020e-02,2.698158e-03,1.731404e-02,2.845455e-01,8.929750e-03,,2.871021e-03,1.349446e-02,6.042849e-02,1.277794e-02,3.170034e-01,4.265704e-02,4.168602e-03,4.212060e-02,1.097590e-01,1.128852e-02,4.563460e-02,3.112018e-02,,,1.107320e-02,4.160980e-03,4.238545e-03,4.444019e-03,3.446763e-03,4.596381e-02,2.276094e-02,2.276094e-02,7.457572e-01,3.639396e-03,2.818182e-02,1.866381e-01,8.971825e-02,7.896296e-01,1.564646e-01,7.893939e-01,6.084168e-02,3.700476e-03,1.818398e-02,3.967768e-01,5.962263e-01,6.589663e-01,6.306638e-01,5.177506e-01,2.701219e-01,3.520772e-01,1.875035e-01,1.189843e-01,0.000000e+00,2.892256e-01,8.461564e-02,2.415315e-01,1.884315e-01,,4.103719e-01,5.676722e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.276094e-02,0.000000e+00,6.828283e-02
as_caida20060417,,,,,,1.000000e+00,8.684766e-01,8.741311e-01,7.575232e-01,8.933347e-01,4.676409e-03,6.752494e-02,1.660790e-01,5.204603e-02,7.104073e-02,5.355517e-01,2.032965e-01,5.441667e-01,2.642976e-01,0.000000e+00,0.000000e+00,3.951136e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.705950e-03,1.203248e-01,6.046211e-02,3.219041e-03,2.059507e-02,2.412436e-01,1.064578e-02,,3.410082e-03,1.615467e-02,7.165201e-02,1.526485e-02,2.712827e-01,5.084858e-02,4.985916e-03,4.967565e-02,1.299790e-01,1.344572e-02,5.429754e-02,3.696713e-02,,,1.357381e-02,5.003854e-03,5.101036e-03,5.349933e-03,4.178674e-03,5.641060e-02,1.975568e-02,1.975568e-02,7.803016e-01,4.304208e-03,2.455144e-02,2.223373e-01,1.062455e-01,6.640580e-01,1.310126e-01,6.683050e-01,7.254040e-02,4.393987e-03,2.166464e-02,4.841912e-01,7.260472e-01,6.835751e-01,7.563382e-01,6.219501e-01,3.293148e-01,4.285490e-01,2.285115e-01,1.455897e-01,0.000000e+00,2.540800e-01,1.005842e-01,2.854558e-01,2.232548e-01,,4.939236e-01,6.724472e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.975568e-02,0.000000e+00,5.926704e-02
as_caida20060918,,,,,,,1.000000e+00,9.631765e-01,8.377070e-01,9.386405e-01,5.163426e-03,7.459259e-02,1.829372e-01,5.730745e-02,7.849830e-02,5.923884e-01,2.226751e-01,6.004704e-01,2.916946e-01,0.000000e+00,0.000000e+00,3.777163e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.052009e-03,1.326720e-01,6.689055e-02,3.562964e-03,2.273498e-02,2.145746e-01,1.173920e-02,,3.760723e-03,1.778016e-02,7.897803e-02,1.692890e-02,2.421293e-01,5.629828e-02,5.538535e-03,5.489338e-02,1.430568e-01,1.489186e-02,6.003945e-02,4.074686e-02,,,1.541145e-02,5.541678e-03,5.651211e-03,5.931349e-03,4.673450e-03,6.268102e-02,1.888581e-02,1.888581e-02,7.013874e-01,4.786777e-03,2.304611e-02,2.462279e-01,1.175460e-01,6.026239e-01,1.199520e-01,6.004180e-01,8.018682e-02,4.839614e-03,2.400126e-02,5.524066e-01,7.452350e-01,6.247605e-01,8.521694e-01,6.971559e-01,3.800058e-01,4.914140e-01,2.624098e-01,1.681073e-01,0.000000e+00,2.330347e-01,1.113805e-01,3.143941e-01,2.465928e-01,,5.484391e-01,7.414099e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.888581e-02,0.000000e+00,5.665744e-02
as_caida20070115,,,,,,,,1.000000e+00,8.367296e-01,9.452897e-01,5.204256e-03,7.531768e-02,1.862318e-01,5.814260e-02,7.949288e-02,5.972710e-01,2.254519e-01,6.048351e-01,2.945689e-01,0.000000e+00,0.000000e+00,3.900605e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.102124e-03,1.335878e-01,6.671644e-02,3.601965e-03,2.293882e-02,2.196244e-01,1.174058e-02,,3.747100e-03,1.797721e-02,7.963839e-02,1.714893e-02,2.491923e-01,5.669119e-02,5.583536e-03,5.552695e-02,1.450561e-01,1.486617e-02,6.000395e-02,4.083449e-02,,,1.556797e-02,5.569103e-03,5.677092e-03,5.958685e-03,4.720036e-03,6.306806e-02,1.950303e-02,1.950303e-02,7.178719e-01,4.814333e-03,2.408506e-02,2.460439e-01,1.188267e-01,6.209834e-01,1.246549e-01,6.089996e-01,8.119325e-02,4.871189e-03,2.414526e-02,5.636501e-01,7.690575e-01,6.468112e-01,8.638665e-01,7.108713e-01,3.889705e-01,5.025714e-01,2.675564e-01,1.718735e-01,0.000000e+00,2.396757e-01,1.117309e-01,3.156425e-01,2.477316e-01,,5.558138e-01,7.448782e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.950303e-02,0.000000e+00,5.850908e-02
as_caida20070730,,,,,,,,,1.000000e+00,8.210488e-01,6.009973e-03,8.656277e-02,2.134372e-01,6.650509e-02,9.081432e-02,6.884261e-01,2.592597e-01,6.905759e-01,3.365507e-01,0.000000e+00,0.000000e+00,3.244111e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.727970e-03,1.546888e-01,7.616969e-02,4.137180e-03,2.650942e-02,1.884035e-01,1.363075e-02,,4.421236e-03,2.063549e-02,9.214161e-02,1.968572e-02,2.072497e-01,6.536445e-02,6.444112e-03,6.367098e-02,1.657272e-01,1.730117e-02,6.981614e-02,4.748961e-02,,,1.764009e-02,6.407988e-03,6.531174e-03,6.852946e-03,5.391869e-03,7.237985e-02,1.622055e-02,1.622055e-02,6.190796e-01,5.551829e-03,1.995478e-02,2.849675e-01,1.357981e-01,5.327547e-01,1.080155e-01,5.205164e-01,9.277590e-02,5.634276e-03,2.794277e-02,6.381178e-01,6.524396e-01,5.518926e-01,7.828751e-01,8.145858e-01,4.393416e-01,5.679120e-01,3.017410e-01,1.932092e-01,0.000000e+00,2.037051e-01,1.294078e-01,3.687908e-01,2.880875e-01,,6.304613e-01,7.857924e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.622055e-02,0.000000e+00,4.866166e-02
as_caida20071105,,,,,,,,,,1.000000e+00,5.113904e-03,7.380494e-02,1.825920e-01,5.713578e-02,7.781514e-02,5.844880e-01,2.226099e-01,5.924739e-01,2.881914e-01,0.000000e+00,0.000000e+00,3.609023e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.034945e-03,1.316289e-01,6.608487e-02,3.522320e-03,2.256373e-02,2.245682e-01,1.153676e-02,,3.701883e-03,1.779532e-02,7.847883e-02,1.669178e-02,2.551717e-01,5.548972e-02,5.427534e-03,5.465038e-02,1.421038e-01,1.462374e-02,5.922763e-02,4.031868e-02,,,1.455038e-02,5.433541e-03,5.535281e-03,5.802919e-03,4.515232e-03,6.053019e-02,1.804511e-02,1.804511e-02,7.262548e-01,4.711988e-03,2.288153e-02,2.421136e-01,1.160233e-01,6.190815e-01,1.227190e-01,6.221093e-01,7.940749e-02,4.809399e-03,2.362698e-02,5.232361e-01,7.517984e-01,6.322292e-01,8.241001e-01,6.798566e-01,3.554831e-01,4.628493e-01,2.469796e-01,1.572486e-01,0.000000e+00,2.317822e-01,1.097558e-01,3.124962e-01,2.439912e-01,,5.393571e-01,7.358284e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.804511e-02,0.000000e+00,5.413534e-02
