,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
as_caida20040105,1.000000e+00,7.660025e-01,8.533852e-01,8.049497e-01,8.260578e-01,7.154371e-01,8.580387e-01,7.638478e-01,7.482318e-01,7.254072e-01,3.492319e-01,4.287882e-01,2.692964e-02,5.385928e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.692964e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.334801e-03,2.283692e-02,5.907387e-02,4.747847e-03,1.728745e-02,4.486061e-01,1.016317e-02,3.106441e-03,6.818361e-02,4.690782e-02,3.271865e-01,8.879592e-03,2.416082e-01,2.530726e-02,0.000000e+00,1.084951e-01,1.781029e-01,1.077498e-01,7.893917e-01,4.229059e-01,3.431218e-01,6.182536e-02,1.509410e-03,1.826442e-03,1.878321e-03,1.872953e-03,1.134280e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.299071e-02,2.341023e-02,0.000000e+00,9.588396e-02,2.526217e-01,0.000000e+00,0.000000e+00,7.585815e-02,0.000000e+00,4.048320e-03,2.638641e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.558316e-01,5.997207e-02,7.644344e-02,6.053412e-02,4.336796e-03,4.069440e-01,6.952399e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.045646e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20040705,,1.000000e+00,7.832415e-01,6.964109e-01,8.174368e-01,6.083086e-01,7.801328e-01,8.653384e-01,8.106542e-01,8.519944e-01,3.190617e-01,3.911262e-01,2.486929e-02,4.973859e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.486929e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.257968e-03,2.776616e-02,7.202344e-02,5.443385e-03,2.060660e-02,3.801752e-01,1.181642e-02,3.631284e-03,7.920467e-02,5.613611e-02,3.836797e-01,1.049657e-02,2.002261e-01,2.948764e-02,0.000000e+00,1.287982e-01,2.089426e-01,1.300618e-01,7.357637e-01,5.107043e-01,4.047975e-01,7.327159e-02,1.833336e-03,2.116603e-03,2.159663e-03,2.151395e-03,1.311355e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.073901e-02,2.779777e-02,0.000000e+00,1.147612e-01,2.924658e-01,0.000000e+00,0.000000e+00,6.930903e-02,0.000000e+00,4.745312e-03,3.156965e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.335735e-01,7.089401e-02,9.147960e-02,7.253757e-02,5.260937e-03,4.929170e-01,5.910697e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,7.079048e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20050103,,,1.000000e+00,7.991503e-01,8.465857e-01,7.009853e-01,8.679382e-01,7.829133e-01,7.753198e-01,7.441324e-01,3.348097e-01,4.205008e-01,2.530959e-02,5.061918e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.530959e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.456290e-03,2.390692e-02,5.881224e-02,4.803512e-03,1.800156e-02,4.341499e-01,1.011866e-02,3.174168e-03,6.936113e-02,4.811516e-02,3.347138e-01,9.102292e-03,2.336618e-01,2.587091e-02,0.000000e+00,1.113980e-01,1.827108e-01,1.103557e-01,8.064720e-01,4.296912e-01,3.560487e-01,6.351530e-02,1.572840e-03,1.869530e-03,1.917799e-03,1.910800e-03,1.159484e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.590889e-02,2.414389e-02,0.000000e+00,9.754293e-02,2.579795e-01,0.000000e+00,0.000000e+00,7.592877e-02,0.000000e+00,4.134850e-03,2.712017e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.478532e-01,6.134974e-02,7.829331e-02,6.189509e-02,4.458534e-03,4.234021e-01,6.706138e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.183270e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20050704,,,,1.000000e+00,7.802262e-01,7.240939e-01,7.917841e-01,7.092511e-01,7.494357e-01,6.900090e-01,2.769865e-01,3.599843e-01,1.925155e-02,3.850309e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.925155e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.000385e-03,2.046565e-02,4.467676e-02,4.559096e-03,1.585933e-02,4.477949e-01,8.896387e-03,2.908704e-03,6.104425e-02,4.127341e-02,2.967130e-01,8.072747e-03,2.605834e-01,2.360956e-02,0.000000e+00,9.857139e-02,1.673903e-01,9.238080e-02,6.939355e-01,3.544689e-01,3.263791e-01,5.598721e-02,1.352334e-03,1.739303e-03,1.805316e-03,1.800183e-03,1.082806e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.475199e-02,2.282347e-02,0.000000e+00,8.234187e-02,2.399652e-01,0.000000e+00,0.000000e+00,6.757686e-02,0.000000e+00,3.710476e-03,2.358283e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.074452e-01,5.409659e-02,6.722828e-02,5.260357e-02,4.002058e-03,3.575320e-01,6.897161e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,5.594084e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060116,,,,,1.000000e+00,6.725597e-01,8.453289e-01,8.120170e-01,8.172310e-01,7.813903e-01,3.238375e-01,4.046921e-01,2.446586e-02,4.893171e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.446586e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.705948e-03,2.491266e-02,6.132342e-02,5.040343e-03,1.872685e-02,4.176791e-01,1.061326e-02,3.326085e-03,7.164104e-02,5.016544e-02,3.484268e-01,9.505312e-03,2.261416e-01,2.696373e-02,0.000000e+00,1.164394e-01,1.912454e-01,1.151058e-01,7.788018e-01,4.491694e-01,3.718651e-01,6.621524e-02,1.643350e-03,1.952252e-03,2.001434e-03,1.993707e-03,1.211024e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.483033e-02,2.555416e-02,0.000000e+00,1.018812e-01,2.702818e-01,0.000000e+00,0.000000e+00,7.297863e-02,0.000000e+00,4.311645e-03,2.839173e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.389610e-01,6.399937e-02,8.172165e-02,6.456345e-02,4.708403e-03,4.390711e-01,6.479263e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.429131e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060417,,,,,,1.000000e+00,6.927202e-01,6.293782e-01,6.313770e-01,5.952931e-01,3.348352e-01,4.219876e-01,2.471679e-02,4.943357e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.471679e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.392714e-03,1.758933e-02,4.223038e-02,3.990403e-03,1.361056e-02,5.061792e-01,7.936007e-03,2.535543e-03,5.629017e-02,3.641377e-02,2.620722e-01,7.048998e-03,3.012358e-01,2.072823e-02,0.000000e+00,8.548815e-02,1.447802e-01,8.183508e-02,6.045255e-01,3.172380e-01,2.802848e-01,4.900812e-02,1.163180e-03,1.515329e-03,1.576786e-03,1.574129e-03,9.427621e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.600412e-02,1.911932e-02,0.000000e+00,7.352409e-02,2.105710e-01,0.000000e+00,0.000000e+00,7.698249e-02,0.000000e+00,3.267308e-03,2.058047e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.479403e-01,4.772093e-02,5.924773e-02,4.650336e-02,3.393896e-03,3.161237e-01,7.957003e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.908904e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060918,,,,,,,1.000000e+00,7.720806e-01,7.659142e-01,7.450301e-01,3.488140e-01,4.283377e-01,2.690175e-02,5.380351e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.690175e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.412265e-03,2.405709e-02,6.154226e-02,4.821890e-03,1.795366e-02,4.254294e-01,1.046491e-02,3.214263e-03,6.996593e-02,4.856287e-02,3.336719e-01,9.105269e-03,2.297555e-01,2.580844e-02,0.000000e+00,1.117869e-01,1.819091e-01,1.120035e-01,8.184132e-01,4.403954e-01,3.527582e-01,6.356767e-02,1.588457e-03,1.860511e-03,1.903866e-03,1.895753e-03,1.153324e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.590475e-02,2.406323e-02,0.000000e+00,9.927867e-02,2.543634e-01,0.000000e+00,0.000000e+00,7.634282e-02,0.000000e+00,4.129158e-03,2.756476e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.558393e-01,6.166356e-02,7.885387e-02,6.245596e-02,4.414464e-03,4.311051e-01,6.726347e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.130865e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20070115,,,,,,,,1.000000e+00,8.250885e-01,8.295498e-01,3.007872e-01,3.760381e-01,2.310970e-02,4.621940e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.310970e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.904090e-03,2.642400e-02,6.691795e-02,5.407082e-03,1.989068e-02,3.863653e-01,1.115634e-02,3.579436e-03,7.939711e-02,5.364353e-02,3.739907e-01,1.014573e-02,2.120315e-01,2.894387e-02,0.000000e+00,1.240108e-01,2.026782e-01,1.229581e-01,7.158229e-01,4.827737e-01,3.948707e-01,7.060298e-02,1.742780e-03,2.087376e-03,2.143737e-03,2.137179e-03,1.295782e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.487687e-02,2.654741e-02,0.000000e+00,1.094917e-01,2.873294e-01,0.000000e+00,0.000000e+00,6.737922e-02,0.000000e+00,4.614664e-03,3.028624e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.217087e-01,6.839815e-02,8.746882e-02,6.915147e-02,4.906422e-03,4.737910e-01,5.918249e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.965423e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20070730,,,,,,,,,1.000000e+00,8.012697e-01,2.606471e-01,3.434913e-01,1.805869e-02,3.611738e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.805869e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.527185e-03,2.484403e-02,5.377521e-02,5.172009e-03,1.909583e-02,3.949586e-01,1.046733e-02,3.382936e-03,6.939870e-02,4.909769e-02,3.507710e-01,9.515547e-03,2.258089e-01,2.746571e-02,0.000000e+00,1.166145e-01,1.948636e-01,1.108867e-01,6.893153e-01,4.256551e-01,3.817365e-01,6.602208e-02,1.632594e-03,2.013668e-03,2.076049e-03,2.067642e-03,1.248942e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.858540e-02,2.616474e-02,0.000000e+00,9.812707e-02,2.782300e-01,0.000000e+00,0.000000e+00,6.433409e-02,0.000000e+00,4.334639e-03,2.835029e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.966140e-01,6.371481e-02,7.975146e-02,6.272615e-02,4.528918e-03,4.299403e-01,6.080512e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.446273e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20071105,,,,,,,,,,1.000000e+00,2.865205e-01,3.569963e-01,2.180326e-02,4.360652e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.180326e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.389401e-03,2.881499e-02,7.157965e-02,5.861701e-03,2.158142e-02,3.659741e-01,1.219659e-02,3.890014e-03,8.345109e-02,5.794211e-02,4.020159e-01,1.096192e-02,1.978325e-01,3.106667e-02,0.000000e+00,1.341470e-01,2.192579e-01,1.331987e-01,6.902655e-01,5.206189e-01,4.280520e-01,7.619732e-02,1.905080e-03,2.256461e-03,2.311350e-03,2.301870e-03,1.400535e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.622419e-02,2.951239e-02,0.000000e+00,1.180814e-01,3.082589e-01,0.000000e+00,0.000000e+00,6.438374e-02,0.000000e+00,4.959182e-03,3.299829e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.109145e-01,7.376218e-02,9.443761e-02,7.461804e-02,5.392203e-03,5.116297e-01,5.734898e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,7.426291e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
