,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
as_caida20040105,1.000000e+00,6.854362e-01,7.553582e-01,8.392155e-01,8.423265e-01,8.081704e-01,8.057150e-01,7.941051e-01,5.464633e-01,5.675335e-01,1.695491e-02,1.025513e-01,5.297975e-01,7.585771e-02,1.084636e-01,1.019977e-01,6.750342e-01,9.272954e-02,4.944177e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.731869e-03,6.938627e-02,3.777036e-02,2.924842e-03,3.755969e-03,1.848828e-01,4.722428e-03,2.155658e-03,8.633712e-03,1.679739e-02,7.521759e-02,1.050116e-02,4.790626e-01,3.615556e-02,0.000000e+00,3.624979e-02,9.192966e-02,4.908537e-02,1.576126e-01,1.159275e-01,7.223462e-02,1.808783e-02,3.035780e-03,2.073462e-03,2.039731e-03,2.036396e-03,1.443618e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.004994e-02,8.331901e-03,0.000000e+00,1.509679e-01,1.112211e-01,2.151364e-02,0.000000e+00,7.377545e-01,1.102488e-01,5.013713e-03,7.775194e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.660008e-01,7.948694e-02,1.240432e-01,1.128900e-01,6.809868e-04,7.580612e-01,6.657316e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20040705,,1.000000e+00,8.070287e-01,7.180024e-01,7.004457e-01,7.380454e-01,7.307984e-01,7.839837e-01,6.762205e-01,6.935060e-01,2.121488e-02,1.292418e-01,6.729645e-01,9.584155e-02,1.381357e-01,7.829225e-02,8.376594e-01,7.295552e-02,6.260391e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.480051e-03,8.639118e-02,4.726734e-02,3.708420e-03,4.508755e-03,1.477001e-01,5.941231e-03,2.698648e-03,1.107694e-02,2.140820e-02,9.378511e-02,1.322536e-02,3.834561e-01,4.590158e-02,0.000000e+00,4.512193e-02,1.155978e-01,6.134658e-02,1.973803e-01,1.445127e-01,8.752404e-02,2.214957e-02,3.789247e-03,2.626112e-03,2.580831e-03,2.575375e-03,1.811693e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.399133e-02,1.047178e-02,0.000000e+00,1.893427e-01,1.392284e-01,1.673792e-02,0.000000e+00,5.951363e-01,1.403971e-01,6.432415e-03,9.687729e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.636253e-01,1.006276e-01,1.543498e-01,1.403639e-01,8.323721e-04,6.914703e-01,5.531702e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20050103,,,1.000000e+00,8.053921e-01,7.785029e-01,8.140580e-01,8.100282e-01,8.692272e-01,6.347445e-01,6.512646e-01,1.934192e-02,1.188698e-01,6.230730e-01,9.038372e-02,1.336362e-01,8.380586e-02,7.576560e-01,7.788595e-02,5.779448e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.482507e-03,7.810457e-02,4.587632e-02,3.545877e-03,4.481405e-03,1.804144e-01,6.003234e-03,2.533919e-03,1.158673e-02,2.052441e-02,8.816903e-02,1.237205e-02,4.429229e-01,4.392352e-02,0.000000e+00,4.197508e-02,1.087052e-01,5.724970e-02,1.868201e-01,1.354865e-01,8.003033e-02,2.031897e-02,3.363950e-03,2.491547e-03,2.445394e-03,2.439013e-03,1.662098e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.940658e-02,9.925181e-03,0.000000e+00,1.806494e-01,1.330877e-01,1.668985e-02,0.000000e+00,6.617453e-01,1.356568e-01,6.373450e-03,9.616557e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.726329e-01,9.609631e-02,1.434810e-01,1.307892e-01,8.089341e-04,7.530402e-01,6.349631e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20050704,,,,1.000000e+00,8.669585e-01,8.673058e-01,8.620147e-01,8.402120e-01,5.629240e-01,5.755947e-01,1.709084e-02,1.054759e-01,5.544204e-01,8.071602e-02,1.200983e-01,9.135990e-02,6.664390e-01,8.622230e-02,5.133104e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.174118e-03,6.875914e-02,4.061646e-02,3.174706e-03,4.136740e-03,2.062187e-01,5.438859e-03,2.250124e-03,1.056835e-02,1.843578e-02,7.837201e-02,1.100177e-02,4.981683e-01,3.921666e-02,0.000000e+00,3.710296e-02,9.669245e-02,5.075153e-02,1.662429e-01,1.199443e-01,6.991661e-02,1.783707e-02,2.949442e-03,2.227876e-03,2.186001e-03,2.180039e-03,1.473929e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.574696e-02,8.805385e-03,0.000000e+00,1.606322e-01,1.180829e-01,1.786991e-02,0.000000e+00,7.394121e-01,1.218846e-01,5.729215e-03,8.871379e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.048874e-01,8.580315e-02,1.270589e-01,1.159637e-01,6.969876e-04,7.519367e-01,7.092566e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060116,,,,,1.000000e+00,8.329869e-01,8.356933e-01,8.200209e-01,5.523183e-01,5.677402e-01,1.696391e-02,1.036071e-01,5.381928e-01,7.796727e-02,1.141405e-01,9.448531e-02,6.678905e-01,8.744917e-02,5.023170e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.933477e-03,6.880458e-02,3.961891e-02,3.048641e-03,3.826827e-03,1.989309e-01,5.100225e-03,2.197570e-03,9.681871e-03,1.756293e-02,7.678864e-02,1.072887e-02,4.876868e-01,3.787560e-02,0.000000e+00,3.668500e-02,9.426045e-02,4.988598e-02,1.618900e-01,1.180260e-01,7.100980e-02,1.797016e-02,2.984764e-03,2.142184e-03,2.103340e-03,2.099226e-03,1.450418e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.153150e-02,8.603227e-03,0.000000e+00,1.559985e-01,1.151879e-01,1.937223e-02,0.000000e+00,7.281491e-01,1.159741e-01,5.444514e-03,8.092334e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.281537e-01,8.307024e-02,1.253346e-01,1.142589e-01,6.832811e-04,7.554654e-01,7.017408e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060417,,,,,,1.000000e+00,8.992916e-01,8.587398e-01,5.697782e-01,5.789958e-01,1.744809e-02,1.085139e-01,5.774205e-01,8.348558e-02,1.236818e-01,8.832138e-02,6.777949e-01,8.620031e-02,5.322601e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.277610e-03,6.983476e-02,4.221235e-02,3.288525e-03,4.250895e-03,1.901328e-01,5.720564e-03,2.308099e-03,1.135919e-02,1.891419e-02,7.971361e-02,1.133602e-02,4.858949e-01,4.042937e-02,0.000000e+00,3.806512e-02,9.953462e-02,5.206747e-02,1.699202e-01,1.226593e-01,7.005095e-02,1.803106e-02,3.001069e-03,2.299830e-03,2.254607e-03,2.247537e-03,1.510201e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.471217e-02,9.348826e-03,0.000000e+00,1.644933e-01,1.205784e-01,1.628982e-02,0.000000e+00,7.444534e-01,1.256501e-01,5.930057e-03,9.286433e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.862046e-01,8.848686e-02,1.301165e-01,1.184279e-01,7.943160e-04,7.585480e-01,6.933356e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060918,,,,,,,1.000000e+00,8.664758e-01,5.683233e-01,5.764215e-01,1.763411e-02,1.087136e-01,5.708301e-01,8.283483e-02,1.226434e-01,8.802143e-02,6.805271e-01,8.521495e-02,5.293086e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.235959e-03,7.093186e-02,4.262148e-02,3.249640e-03,4.411117e-03,1.942850e-01,5.856239e-03,2.296419e-03,1.105741e-02,1.858053e-02,7.962639e-02,1.128337e-02,4.835651e-01,4.020134e-02,0.000000e+00,3.784846e-02,9.855107e-02,5.204303e-02,1.689781e-01,1.222427e-01,7.017114e-02,1.801749e-02,3.070131e-03,2.283311e-03,2.238118e-03,2.233624e-03,1.517582e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.213973e-02,9.035895e-03,0.000000e+00,1.643956e-01,1.202858e-01,1.785942e-02,0.000000e+00,7.332143e-01,1.246862e-01,5.864900e-03,9.260696e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.009440e-01,8.796027e-02,1.298026e-01,1.181974e-01,7.768565e-04,7.718110e-01,6.991113e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20070115,,,,,,,,1.000000e+00,6.174073e-01,6.315720e-01,1.934661e-02,1.177444e-01,6.074084e-01,8.804711e-02,1.292968e-01,8.908057e-02,7.533015e-01,8.331722e-02,5.652688e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.368447e-03,7.868969e-02,4.496980e-02,3.445634e-03,4.359952e-03,1.887982e-01,5.963797e-03,2.477047e-03,1.117264e-02,1.976104e-02,8.619945e-02,1.212758e-02,4.611844e-01,4.280827e-02,0.000000e+00,4.101797e-02,1.057192e-01,5.629059e-02,1.815322e-01,1.321805e-01,7.847624e-02,1.997417e-02,3.442873e-03,2.422534e-03,2.376399e-03,2.372808e-03,1.648186e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.837079e-02,9.932797e-03,0.000000e+00,1.752187e-01,1.290972e-01,2.026844e-02,0.000000e+00,6.993772e-01,1.314338e-01,6.159612e-03,9.276547e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.224655e-01,9.370546e-02,1.400890e-01,1.276787e-01,7.951647e-04,8.105442e-01,6.750087e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20070730,,,,,,,,,1.000000e+00,9.032869e-01,2.892898e-02,1.748143e-01,9.027670e-01,1.293222e-01,1.856458e-01,6.326584e-02,7.080550e-01,5.714787e-02,8.430553e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.661714e-03,1.183637e-01,6.462416e-02,5.002259e-03,6.005975e-03,1.158559e-01,8.077561e-03,3.681107e-03,1.458163e-02,2.874911e-02,1.286933e-01,1.792490e-02,2.995179e-01,6.189069e-02,0.000000e+00,6.187861e-02,1.570817e-01,8.386587e-02,2.692987e-01,1.982692e-01,1.231809e-01,3.089343e-02,5.181235e-03,3.535034e-03,3.476671e-03,3.472259e-03,2.461481e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.433167e-02,1.455885e-02,0.000000e+00,2.574830e-01,1.903983e-01,1.339294e-02,0.000000e+00,4.601455e-01,1.887140e-01,8.625244e-03,1.272349e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.901744e-01,1.359455e-01,2.114224e-01,1.923673e-01,1.146830e-03,5.595232e-01,4.362696e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20071105,,,,,,,,,,1.000000e+00,2.797107e-02,1.680110e-01,8.605753e-01,1.235676e-01,1.760630e-01,6.659401e-02,7.381525e-01,5.937841e-02,8.071521e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.468305e-03,1.150671e-01,6.268122e-02,4.781968e-03,5.958941e-03,1.186629e-01,7.728812e-03,3.549881e-03,1.404879e-02,2.738024e-02,1.239574e-01,1.721139e-02,3.049908e-01,5.907578e-02,0.000000e+00,5.981585e-02,1.508550e-01,8.083989e-02,2.587628e-01,1.911058e-01,1.210710e-01,3.021410e-02,5.046587e-03,3.370736e-03,3.316752e-03,3.312977e-03,2.369970e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.378894e-02,1.407939e-02,0.000000e+00,2.467621e-01,1.829869e-01,1.450637e-02,0.000000e+00,4.685445e-01,1.789657e-01,8.182840e-03,1.243761e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.071141e-01,1.300015e-01,2.039755e-01,1.855955e-01,1.141133e-03,5.854786e-01,4.479499e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
