,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
as_caida20040105,1.000000e+00,8.511581e-01,8.042338e-01,7.966763e-01,7.440535e-01,7.242541e-01,6.678936e-01,6.388155e-01,6.061560e-01,5.990760e-01,3.279794e-02,4.263278e-01,5.596921e-01,5.231774e-01,6.427789e-01,2.855693e-01,5.146961e-01,2.545262e-01,3.106065e-01,8.142745e-02,4.874741e-01,5.574700e-01,2.051357e-01,2.316095e-01,2.174454e-01,1.455279e-01,1.246602e-01,1.277345e-01,3.447913e-01,5.943239e-01,7.979705e-02,1.117221e-01,,6.766424e-01,4.697181e-02,2.584178e-02,1.050415e-01,1.819424e-02,,,,1.788950e-01,3.518488e-01,7.917609e-02,6.101373e-02,2.602925e-01,,1.362242e-01,8.026208e-01,8.563657e-02,5.570862e-01,4.000734e-01,,,3.734576e-02,2.139142e-02,2.063424e-02,2.068434e-02,1.172319e-02,2.667893e-01,0.000000e+00,0.000000e+00,3.795679e-01,,1.245610e-02,5.059473e-01,5.392484e-01,2.283466e-01,2.950654e-02,5.398635e-02,6.502276e-01,,1.435847e-01,6.803706e-01,7.935696e-01,8.062505e-01,5.463322e-01,7.427452e-01,5.495812e-01,6.942396e-01,5.014477e-01,3.179738e-01,0.000000e+00,7.526089e-02,4.813151e-01,4.813001e-01,4.124871e-01,,1.931568e-01,6.780376e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.835548e-02,2.491220e-03,2.242098e-02,4.733318e-02,1.706079e-01,7.011118e-02,1.729823e-01,5.029778e-01,1.063057e-01
as_caida20040705,,1.000000e+00,8.764285e-01,8.665948e-01,8.078650e-01,7.884582e-01,7.241055e-01,6.930435e-01,6.593123e-01,6.521287e-01,3.555108e-02,4.630616e-01,5.179117e-01,5.644566e-01,6.959792e-01,2.622597e-01,4.757481e-01,2.338854e-01,2.843523e-01,7.492523e-02,5.247816e-01,5.113901e-01,2.208818e-01,2.490941e-01,2.338572e-01,1.566417e-01,1.152632e-01,1.175731e-01,3.255580e-01,5.489845e-01,7.358724e-02,1.029205e-01,,7.344689e-01,4.801238e-02,2.802884e-02,1.137887e-01,1.687637e-02,,,,1.939200e-01,3.820771e-01,8.592071e-02,5.641354e-02,2.812953e-01,,1.478036e-01,8.478086e-01,9.279819e-02,6.037043e-01,4.330041e-01,,,4.039148e-02,2.324801e-02,2.241955e-02,2.247982e-02,1.273574e-02,2.440178e-01,0.000000e+00,0.000000e+00,3.509996e-01,,1.138644e-02,5.498226e-01,5.851808e-01,2.109740e-01,2.719680e-02,4.977202e-02,7.038039e-01,,1.554130e-01,7.367764e-01,8.600617e-01,8.736181e-01,5.052559e-01,6.841824e-01,5.947925e-01,7.516297e-01,5.419016e-01,3.441100e-01,0.000000e+00,6.901183e-02,5.209705e-01,5.227183e-01,4.474036e-01,,1.770692e-01,6.143045e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.594666e-02,2.277287e-03,2.049559e-02,4.326846e-02,1.833868e-01,6.414359e-02,1.858014e-01,4.603584e-01,1.142119e-01
as_caida20050103,,,1.000000e+00,9.139569e-01,8.479620e-01,8.289249e-01,7.608715e-01,7.303110e-01,6.928882e-01,6.871939e-01,3.755757e-02,4.891339e-01,4.909340e-01,5.975354e-01,7.363365e-01,2.495170e-01,4.502792e-01,2.217892e-01,2.707170e-01,7.203270e-02,5.607017e-01,4.895516e-01,2.342557e-01,2.674600e-01,2.510243e-01,1.675044e-01,1.094722e-01,1.123706e-01,3.126358e-01,5.225488e-01,7.008136e-02,9.907312e-02,,7.738717e-01,4.650282e-02,2.960541e-02,1.205741e-01,1.627487e-02,,,,2.045832e-01,4.030563e-01,9.062671e-02,5.354732e-02,2.974486e-01,,1.555625e-01,8.037099e-01,9.788012e-02,6.377916e-01,4.577994e-01,,,4.284815e-02,2.449345e-02,2.361862e-02,2.368246e-02,1.342931e-02,2.373164e-01,0.000000e+00,0.000000e+00,3.333099e-01,,1.109558e-02,5.817480e-01,6.175687e-01,1.992199e-01,2.644667e-02,4.783907e-02,7.449416e-01,,1.652319e-01,7.771535e-01,8.797668e-01,8.943323e-01,4.798278e-01,6.499010e-01,6.272598e-01,7.947890e-01,5.732614e-01,3.642644e-01,0.000000e+00,6.607440e-02,5.491802e-01,5.505591e-01,4.720214e-01,,1.691444e-01,5.837734e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.503491e-02,2.219116e-03,1.997205e-02,4.216321e-02,1.967499e-01,6.223549e-02,1.989823e-01,4.433040e-01,1.228080e-01
as_caida20050704,,,,1.000000e+00,8.898592e-01,8.671534e-01,7.989139e-01,7.638885e-01,7.254403e-01,7.185651e-01,3.909458e-02,5.090678e-01,4.829861e-01,6.202714e-01,7.638919e-01,2.461910e-01,4.432453e-01,2.187420e-01,2.666059e-01,7.125070e-02,5.872309e-01,4.859297e-01,2.462297e-01,2.795819e-01,2.623894e-01,1.754186e-01,1.080536e-01,1.111534e-01,3.061963e-01,5.185650e-01,6.954543e-02,9.776979e-02,,8.079019e-01,5.447910e-02,3.085481e-02,1.255803e-01,1.592543e-02,,,,2.129456e-01,4.200733e-01,9.459475e-02,5.251332e-02,3.106330e-01,,1.627541e-01,7.904299e-01,1.022432e-01,6.630504e-01,4.752656e-01,,,4.483543e-02,2.558849e-02,2.468042e-02,2.474872e-02,1.405252e-02,2.347862e-01,0.000000e+00,0.000000e+00,3.296784e-01,,1.097579e-02,6.035341e-01,6.428867e-01,1.976260e-01,2.596598e-02,4.683771e-02,7.726217e-01,,1.711916e-01,8.159565e-01,8.725003e-01,8.874972e-01,4.757225e-01,6.454537e-01,6.587408e-01,8.327877e-01,6.009154e-01,3.819293e-01,0.000000e+00,6.527579e-02,5.739549e-01,5.753462e-01,4.930040e-01,,1.664092e-01,5.702096e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.480184e-02,2.195158e-03,1.975643e-02,4.170801e-02,2.059703e-01,6.160044e-02,2.074389e-01,4.388995e-01,1.285562e-01
as_caida20060116,,,,,1.000000e+00,9.295785e-01,8.536713e-01,8.155601e-01,7.747431e-01,7.665570e-01,4.203322e-02,5.459515e-01,4.536901e-01,6.694599e-01,8.228495e-01,2.303417e-01,4.149469e-01,2.056831e-01,2.510182e-01,6.626163e-02,5.837932e-01,4.539754e-01,2.640604e-01,2.999516e-01,2.814847e-01,1.881864e-01,1.009878e-01,1.036344e-01,2.844895e-01,4.824308e-01,6.444396e-02,9.115011e-02,,8.659068e-01,5.677266e-02,3.311036e-02,1.343256e-01,1.500618e-02,,,,2.287367e-01,4.501382e-01,1.014131e-01,4.937645e-02,3.332420e-01,,1.744622e-01,7.439534e-01,1.096843e-01,7.132631e-01,5.122235e-01,,,4.784148e-02,2.738380e-02,2.640747e-02,2.646807e-02,1.499381e-02,2.196221e-01,0.000000e+00,0.000000e+00,3.079299e-01,,1.027112e-02,6.506353e-01,6.794519e-01,1.844637e-01,2.409374e-02,4.358591e-02,8.324718e-01,,1.833339e-01,8.698596e-01,8.099827e-01,8.240151e-01,4.408416e-01,5.998253e-01,7.037830e-01,8.914444e-01,6.433323e-01,4.081822e-01,0.000000e+00,6.085657e-02,6.156289e-01,6.170503e-01,5.285495e-01,,1.568289e-01,5.501514e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.321389e-02,2.054223e-03,1.848801e-02,3.903024e-02,2.212327e-01,5.764257e-02,2.226894e-01,4.106361e-01,1.380853e-01
as_caida20060417,,,,,,1.000000e+00,8.799500e-01,8.429153e-01,8.010354e-01,7.927488e-01,4.335135e-02,5.632767e-01,4.428236e-01,6.917634e-01,8.488186e-01,2.241618e-01,4.051133e-01,1.989446e-01,2.441425e-01,6.382082e-02,5.605633e-01,4.373883e-01,2.697338e-01,3.032797e-01,2.847404e-01,1.909488e-01,9.786816e-02,1.005661e-01,2.763532e-01,4.677979e-01,6.259115e-02,8.753430e-02,,8.927877e-01,5.667008e-02,3.417837e-02,1.389681e-01,1.458682e-02,,,,2.364376e-01,4.647274e-01,1.045978e-01,4.854384e-02,3.430802e-01,,1.799366e-01,7.251016e-01,1.131311e-01,7.365153e-01,5.290847e-01,,,4.908300e-02,2.822885e-02,2.721763e-02,2.728660e-02,1.544888e-02,2.083686e-01,0.000000e+00,0.000000e+00,2.997193e-01,,9.725332e-03,6.716481e-01,6.687211e-01,1.799896e-01,2.309352e-02,4.261163e-02,8.584297e-01,,1.891515e-01,8.964923e-01,7.898721e-01,8.028648e-01,4.303578e-01,5.833673e-01,7.240456e-01,8.821030e-01,6.603572e-01,4.194462e-01,0.000000e+00,5.873927e-02,6.349501e-01,6.363989e-01,5.451227e-01,,1.522425e-01,5.348026e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.215924e-02,1.945066e-03,1.750560e-02,3.695626e-02,2.235514e-01,5.478919e-02,2.258263e-01,3.930458e-01,1.392979e-01
as_caida20060918,,,,,,,1.000000e+00,9.037360e-01,8.579172e-01,8.456769e-01,4.643901e-02,6.023282e-01,4.063080e-01,7.429128e-01,8.428072e-01,2.063455e-01,3.727763e-01,1.836430e-01,2.258494e-01,5.894986e-02,5.174766e-01,4.031555e-01,2.892170e-01,3.264333e-01,3.064563e-01,2.051581e-01,9.016662e-02,9.308561e-02,2.506489e-01,4.302399e-01,5.754764e-02,8.091107e-02,,9.558563e-01,6.930573e-02,3.659211e-02,1.488707e-01,1.337609e-02,,,,2.532514e-01,4.978452e-01,1.119340e-01,4.434204e-02,3.678364e-01,,1.925596e-01,6.669680e-01,1.211835e-01,7.894907e-01,5.695757e-01,,,5.269116e-02,3.021231e-02,2.912724e-02,2.920341e-02,1.654652e-02,1.929599e-01,0.000000e+00,0.000000e+00,2.762924e-01,,9.009137e-03,7.158985e-01,6.118428e-01,1.657308e-01,2.133552e-02,3.955072e-02,8.395869e-01,,2.029446e-01,8.577502e-01,7.279169e-01,7.399203e-01,3.964688e-01,5.378424e-01,7.758169e-01,8.119297e-01,7.085158e-01,4.493705e-01,0.000000e+00,5.433140e-02,6.796110e-01,6.805153e-01,5.833748e-01,,1.407124e-01,5.012544e-02,,,,,,,,,,,,,,,,,,,,,,,,,,2.049121e-02,1.801827e-03,1.621645e-02,3.423472e-02,2.404813e-01,5.069317e-02,2.433181e-01,3.632533e-01,1.498663e-01
as_caida20070115,,,,,,,,1.000000e+00,9.033790e-01,8.936146e-01,4.896537e-02,6.357091e-01,3.899064e-01,7.833239e-01,8.077460e-01,1.970699e-01,3.583946e-01,1.757677e-01,2.166686e-01,5.623719e-02,4.936087e-01,3.844282e-01,3.031437e-01,3.422363e-01,3.212457e-01,2.153257e-01,8.600253e-02,8.797346e-02,2.390754e-01,4.118924e-01,5.561625e-02,7.711196e-02,,9.209165e-01,7.263737e-02,3.857764e-02,1.570840e-01,1.300523e-02,,,,2.671674e-01,5.248840e-01,1.179930e-01,4.254018e-02,3.870259e-01,,2.028496e-01,6.389609e-01,1.276785e-01,8.322782e-01,5.984721e-01,,,5.537070e-02,3.188363e-02,3.074619e-02,3.082321e-02,1.745639e-02,1.835374e-01,0.000000e+00,0.000000e+00,2.640661e-01,,8.568714e-03,7.566397e-01,5.867829e-01,1.587787e-01,2.044356e-02,3.801928e-02,8.048052e-01,,2.139048e-01,8.187541e-01,6.952458e-01,7.066922e-01,3.780574e-01,5.123657e-01,8.154109e-01,7.747722e-01,7.429235e-01,4.719918e-01,0.000000e+00,5.177542e-02,7.158013e-01,7.169028e-01,6.138464e-01,,1.332518e-01,4.717043e-02,,,,,,,,,,,,,,,,,,,,,,,,,,1.948073e-02,1.713743e-03,1.542368e-02,3.256111e-02,2.519402e-01,4.828849e-02,2.549769e-01,3.461021e-01,1.570631e-01
as_caida20070730,,,,,,,,,1.000000e+00,9.401863e-01,5.175625e-02,6.700575e-01,3.757380e-01,7.884239e-01,7.776991e-01,1.883074e-01,3.445468e-01,1.682950e-01,2.091668e-01,5.144654e-02,4.440889e-01,3.472521e-01,3.028398e-01,3.391255e-01,3.186068e-01,2.133482e-01,8.068485e-02,8.177995e-02,2.287460e-01,3.822737e-01,5.179760e-02,7.131729e-02,,8.788847e-01,7.491055e-02,4.069187e-02,1.656893e-01,1.252427e-02,,,,2.827799e-01,5.545421e-01,1.239438e-01,4.144087e-02,4.039912e-01,,2.130549e-01,6.161351e-01,1.342644e-01,8.780691e-01,6.357353e-01,,,5.677733e-02,3.348081e-02,3.226247e-02,3.234928e-02,1.821862e-02,1.634098e-01,0.000000e+00,0.000000e+00,2.519753e-01,,7.602497e-03,8.017711e-01,5.649309e-01,1.519921e-01,1.862640e-02,3.709599e-02,7.741256e-01,,2.253916e-01,7.673309e-01,6.521480e-01,6.644906e-01,3.546833e-01,4.779343e-01,8.403539e-01,7.242957e-01,7.634027e-01,4.844629e-01,0.000000e+00,4.737418e-02,7.539148e-01,7.546166e-01,6.461533e-01,,1.284691e-01,4.599622e-02,,,,,,,,,,,,,,,,,,,,,,,,,,1.749077e-02,1.520499e-03,1.368449e-02,2.888949e-02,2.489172e-01,4.290268e-02,2.544945e-01,3.103680e-01,1.545130e-01
as_caida20071105,,,,,,,,,,1.000000e+00,5.225698e-02,6.766745e-01,3.747534e-01,7.866206e-01,7.741015e-01,1.871909e-01,3.419763e-01,1.672115e-01,2.079971e-01,5.015156e-02,4.312279e-01,3.371459e-01,2.991743e-01,3.349655e-01,3.147772e-01,2.105152e-01,7.930227e-02,8.030196e-02,2.284985e-01,3.744390e-01,5.080583e-02,6.986699e-02,,8.713242e-01,7.332059e-02,4.098606e-02,1.669103e-01,1.269286e-02,,,,2.853221e-01,5.595242e-01,1.247981e-01,4.141592e-02,4.059258e-01,,2.145200e-01,6.140262e-01,1.351970e-01,8.829395e-01,6.425595e-01,,,5.656293e-02,3.373034e-02,3.249266e-02,3.257148e-02,1.828572e-02,1.583856e-01,0.000000e+00,0.000000e+00,2.493206e-01,,7.364957e-03,8.168456e-01,5.619611e-01,1.504750e-01,1.819540e-02,3.684376e-02,7.705802e-01,,2.271885e-01,7.536227e-01,6.397777e-01,6.524450e-01,3.479101e-01,4.682094e-01,8.384360e-01,7.115737e-01,7.611650e-01,4.829648e-01,0.000000e+00,4.624824e-02,7.586432e-01,7.611024e-01,6.505365e-01,,1.294208e-01,4.578649e-02,,,,,,,,,,,,,,,,,,,,,,,,,,1.696635e-02,1.472991e-03,1.325692e-02,2.798684e-02,2.453775e-01,4.157433e-02,2.519893e-01,3.013354e-01,1.522716e-01
