,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
as_caida20040105,1.000000e+00,6.761877e-01,5.391746e-01,6.017026e-01,5.786663e-01,4.840707e-01,5.120740e-01,4.978151e-01,5.063377e-01,5.475777e-01,1.057425e-02,1.033848e-01,6.198426e-01,1.313561e-01,1.540382e-01,2.258537e-02,3.940788e-01,6.855276e-02,4.921379e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.163595e-03,1.020877e-01,5.500417e-02,5.452862e-03,1.240008e-02,1.157351e-01,3.132402e-03,4.351451e-03,1.949902e-03,3.151639e-02,1.279383e-01,1.902803e-02,2.326153e-01,6.063247e-02,0.000000e+00,8.597991e-02,1.794201e-01,1.972387e-02,3.399086e-02,3.886498e-02,1.454057e-01,1.580943e-02,4.805848e-03,4.640931e-03,4.661802e-03,4.682765e-03,2.822697e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.002111e-01,4.959483e-03,0.000000e+00,1.156402e-01,1.673619e-01,7.208795e-02,0.000000e+00,3.806551e-01,1.588886e-01,,1.036283e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.134257e-01,1.541274e-01,2.736191e-01,2.268482e-01,1.317292e-03,4.455163e-01,7.729513e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.333463e-03,0.000000e+00,6.333463e-03,6.333463e-03,0.000000e+00
as_caida20040705,,1.000000e+00,6.926817e-01,7.398685e-01,7.328142e-01,6.229889e-01,6.466129e-01,6.303858e-01,6.577395e-01,7.004131e-01,1.399679e-02,1.359091e-01,8.197689e-01,1.683952e-01,1.979417e-01,2.303079e-02,3.873501e-01,6.844236e-02,4.722567e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.461438e-03,1.348645e-01,6.989688e-02,6.680178e-03,1.540266e-02,1.015777e-01,4.033907e-03,5.520124e-03,2.028364e-03,3.986757e-02,1.627479e-01,2.455325e-02,2.074396e-01,7.584601e-02,0.000000e+00,1.114394e-01,2.303316e-01,2.578859e-02,4.414002e-02,4.977485e-02,1.908383e-01,2.088660e-02,6.433114e-03,5.833956e-03,5.848354e-03,5.882018e-03,3.673532e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.928145e-01,6.061599e-03,0.000000e+00,1.447895e-01,2.117510e-01,7.254919e-02,0.000000e+00,3.435857e-01,2.043979e-01,,1.304362e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.114947e-01,1.921486e-01,3.508716e-01,2.914703e-01,1.484731e-03,6.025906e-01,6.903844e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.293210e-03,0.000000e+00,6.293210e-03,6.293210e-03,0.000000e+00
as_caida20050103,,,1.000000e+00,8.007754e-01,7.847390e-01,6.628681e-01,7.185789e-01,6.722422e-01,7.203227e-01,7.783843e-01,1.450270e-02,1.417738e-01,7.226862e-01,1.883513e-01,2.235027e-01,1.862217e-02,3.031592e-01,6.001460e-02,3.690530e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.692073e-03,1.505471e-01,7.857637e-02,7.390992e-03,1.699803e-02,8.465980e-02,4.613090e-03,5.822937e-03,2.368539e-03,4.399374e-02,1.754443e-01,2.644728e-02,1.761501e-01,8.187269e-02,0.000000e+00,1.153621e-01,2.411887e-01,2.780637e-02,4.566178e-02,5.425912e-02,1.911547e-01,2.026558e-02,6.711136e-03,6.547251e-03,6.581694e-03,6.626928e-03,4.020354e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.412121e-01,6.327219e-03,0.000000e+00,1.583626e-01,2.307250e-01,4.773625e-02,0.000000e+00,2.774244e-01,2.309737e-01,,1.296657e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.414555e-01,2.085922e-01,3.781225e-01,3.130266e-01,1.719950e-03,6.217992e-01,5.808878e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.805183e-03,0.000000e+00,3.805183e-03,3.805183e-03,0.000000e+00
as_caida20050704,,,,1.000000e+00,8.339443e-01,7.218361e-01,7.600444e-01,7.225220e-01,7.621577e-01,8.095208e-01,1.631565e-02,1.582461e-01,8.074727e-01,1.940781e-01,2.265824e-01,2.072459e-02,3.489105e-01,6.120507e-02,4.256604e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.683776e-03,1.567032e-01,8.057627e-02,7.648975e-03,1.757620e-02,9.095571e-02,4.564473e-03,6.199332e-03,2.309167e-03,4.573222e-02,1.880759e-01,2.844661e-02,1.860769e-01,8.757586e-02,0.000000e+00,1.290380e-01,2.669645e-01,2.986094e-02,5.165167e-02,5.828083e-02,2.228760e-01,2.438607e-02,7.554655e-03,6.701044e-03,6.705136e-03,6.747316e-03,4.255213e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.693524e-01,6.742028e-03,0.000000e+00,1.669735e-01,2.463748e-01,6.527933e-02,0.000000e+00,3.037688e-01,2.338041e-01,,1.530962e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.933023e-01,2.214092e-01,4.066370e-01,3.375539e-01,1.859280e-03,6.932077e-01,6.006713e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.857817e-03,0.000000e+00,5.857817e-03,5.857817e-03,0.000000e+00
as_caida20060116,,,,,1.000000e+00,7.659573e-01,7.904287e-01,7.636814e-01,7.985371e-01,8.542105e-01,1.748134e-02,1.691971e-01,7.964114e-01,2.058279e-01,2.421250e-01,2.051051e-02,3.423457e-01,5.944493e-02,4.154660e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.731326e-03,1.674292e-01,8.460750e-02,7.986106e-03,1.856966e-02,8.705202e-02,4.694044e-03,6.777442e-03,2.422463e-03,4.823397e-02,1.991892e-01,3.022465e-02,1.779635e-01,9.228088e-02,0.000000e+00,1.377486e-01,2.835635e-01,3.185957e-02,5.479137e-02,6.126977e-02,2.384460e-01,2.617615e-02,8.073403e-03,7.070210e-03,7.076458e-03,7.118924e-03,4.532693e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.682730e-01,7.243564e-03,0.000000e+00,1.747200e-01,2.588712e-01,6.448627e-02,0.000000e+00,2.972194e-01,2.501068e-01,,1.569731e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.894477e-01,2.330370e-01,4.301586e-01,3.585527e-01,1.870060e-03,7.474756e-01,5.821283e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.668893e-03,0.000000e+00,5.668893e-03,5.668893e-03,0.000000e+00
as_caida20060417,,,,,,1.000000e+00,8.595360e-01,8.857227e-01,8.336049e-01,8.142205e-01,2.129612e-02,2.040283e-01,7.176541e-01,2.355128e-01,2.683371e-01,1.932049e-02,3.166611e-01,5.543306e-02,3.779498e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.976814e-03,1.949114e-01,9.391880e-02,9.058419e-03,2.144701e-02,7.280832e-02,5.305592e-03,7.431501e-03,2.220404e-03,5.628245e-02,2.335424e-01,3.562758e-02,1.536652e-01,1.070889e-01,0.000000e+00,1.654706e-01,3.381033e-01,3.762274e-02,6.611926e-02,7.209534e-02,2.960789e-01,3.306539e-02,9.906531e-03,7.960965e-03,7.922257e-03,7.970376e-03,5.284281e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.557143e-01,8.118625e-03,0.000000e+00,1.987026e-01,3.050331e-01,6.464794e-02,0.000000e+00,2.533672e-01,2.766918e-01,,1.977714e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.926497e-01,2.688463e-01,5.066060e-01,4.228852e-01,2.149135e-03,7.704429e-01,4.842265e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.911582e-03,0.000000e+00,5.911582e-03,5.911582e-03,0.000000e+00
as_caida20060918,,,,,,,1.000000e+00,8.494571e-01,8.557450e-01,8.460203e-01,1.984999e-02,1.909118e-01,7.293372e-01,2.274814e-01,2.598496e-01,1.939766e-02,3.184377e-01,5.753403e-02,3.829401e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.917873e-03,1.861646e-01,8.912320e-02,8.788948e-03,2.051726e-02,7.664314e-02,5.238318e-03,7.182093e-03,2.513354e-03,5.356637e-02,2.220565e-01,3.380074e-02,1.606207e-01,1.022826e-01,0.000000e+00,1.548351e-01,3.184194e-01,3.562066e-02,6.193834e-02,6.876416e-02,2.736561e-01,3.026705e-02,9.196935e-03,7.722867e-03,7.703410e-03,7.748500e-03,5.032367e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.556938e-01,7.898348e-03,0.000000e+00,1.894592e-01,2.918187e-01,6.170298e-02,0.000000e+00,2.626996e-01,2.679941e-01,,1.850044e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.846912e-01,2.571975e-01,4.811323e-01,4.009081e-01,2.154849e-03,7.698682e-01,5.139991e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.460974e-03,0.000000e+00,5.460974e-03,5.460974e-03,0.000000e+00
as_caida20070115,,,,,,,,1.000000e+00,8.193885e-01,8.089985e-01,2.016211e-02,1.947565e-01,6.862090e-01,2.309710e-01,2.665847e-01,1.761174e-02,3.010738e-01,5.043198e-02,3.677037e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.978766e-03,1.857353e-01,9.365950e-02,9.179359e-03,2.117761e-02,7.496105e-02,5.359301e-03,7.411978e-03,2.745139e-03,5.532071e-02,2.281191e-01,3.450227e-02,1.557860e-01,1.061121e-01,0.000000e+00,1.594449e-01,3.276985e-01,3.621970e-02,6.420281e-02,7.039179e-02,2.796700e-01,3.111730e-02,9.300206e-03,7.958749e-03,7.948518e-03,7.991197e-03,5.115916e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.505750e-01,8.406804e-03,0.000000e+00,1.983806e-01,2.972086e-01,6.175124e-02,0.000000e+00,2.539463e-01,2.748971e-01,,1.920032e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.794779e-01,2.675195e-01,4.930315e-01,4.093540e-01,2.268192e-03,7.409428e-01,5.024012e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.607559e-03,0.000000e+00,5.607559e-03,5.607559e-03,0.000000e+00
as_caida20070730,,,,,,,,,1.000000e+00,8.614722e-01,1.908680e-02,1.836914e-01,7.366127e-01,2.185686e-01,2.516447e-01,1.967880e-02,3.217694e-01,5.840016e-02,3.852010e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.895380e-03,1.789823e-01,9.294923e-02,8.607260e-03,2.022926e-02,7.872424e-02,5.142921e-03,6.848724e-03,2.147830e-03,5.225570e-02,2.146877e-01,3.258499e-02,1.639464e-01,9.929230e-02,0.000000e+00,1.496421e-01,3.076380e-01,3.432146e-02,5.938580e-02,6.607856e-02,2.630389e-01,2.909557e-02,8.879781e-03,7.451691e-03,7.435818e-03,7.482368e-03,4.843568e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.564783e-01,7.556245e-03,0.000000e+00,1.851856e-01,2.814791e-01,6.296676e-02,0.000000e+00,2.674034e-01,2.594750e-01,,1.818356e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.873435e-01,2.503645e-01,4.646542e-01,3.875201e-01,1.982528e-03,7.797562e-01,5.229616e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.649590e-03,0.000000e+00,5.649590e-03,5.649590e-03,0.000000e+00
as_caida20071105,,,,,,,,,,1.000000e+00,1.858051e-02,1.797528e-01,7.718049e-01,2.173472e-01,2.538529e-01,2.030078e-02,3.331907e-01,5.922866e-02,4.027404e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.911115e-03,1.762658e-01,9.271886e-02,8.643941e-03,2.010005e-02,8.521905e-02,5.061040e-03,6.914450e-03,2.489233e-03,5.189400e-02,2.121433e-01,3.208646e-02,1.773493e-01,9.849158e-02,0.000000e+00,1.467114e-01,3.027403e-01,3.383384e-02,5.845569e-02,6.498460e-02,2.545118e-01,2.804814e-02,8.591007e-03,7.461280e-03,7.463575e-03,7.503842e-03,4.777247e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.619734e-01,7.630448e-03,0.000000e+00,1.852939e-01,2.779451e-01,6.399484e-02,0.000000e+00,2.841629e-01,2.618612e-01,,1.755016e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.879879e-01,2.491625e-01,4.588092e-01,3.822081e-01,2.093832e-03,8.032043e-01,5.702544e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.598226e-03,0.000000e+00,5.598226e-03,5.598226e-03,0.000000e+00
