,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
as_caida20040105,1.000000e+00,8.435852e-01,7.123259e-01,6.983870e-01,6.656698e-01,6.223477e-01,6.345030e-01,6.080627e-01,5.326122e-01,5.468822e-01,4.703379e-01,5.547567e-01,2.896785e-02,3.697784e-01,1.345594e-01,0.000000e+00,1.188425e-02,1.325094e-02,2.337235e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.941912e-03,6.506425e-02,7.313480e-02,3.586024e-03,3.133624e-02,1.839483e-01,7.937177e-03,7.390039e-03,4.550584e-02,3.651009e-02,3.755578e-01,3.367965e-02,1.842752e-01,5.936552e-02,0.000000e+00,3.546621e-01,4.674524e-01,3.267487e-02,2.238497e-01,9.535578e-02,6.810041e-01,1.441997e-01,6.884115e-03,4.902334e-03,4.751871e-03,4.732199e-03,3.666435e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.727435e-02,1.439144e-03,0.000000e+00,2.787165e-01,4.680644e-01,1.188425e-02,0.000000e+00,4.434805e-02,1.397587e-01,6.023773e-03,4.786212e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.953275e-02,1.620327e-01,3.550670e-01,2.541698e-01,4.532988e-03,4.626275e-02,4.813318e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.718561e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20040705,,1.000000e+00,7.952435e-01,7.812258e-01,7.441177e-01,6.965160e-01,7.099810e-01,6.801031e-01,5.968848e-01,6.113982e-01,5.262778e-01,5.134510e-01,2.674790e-02,3.383362e-01,1.234606e-01,0.000000e+00,1.080625e-02,1.212052e-02,2.153948e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.328620e-03,7.485924e-02,8.209947e-02,4.015666e-03,3.639366e-02,1.711233e-01,8.881726e-03,8.474065e-03,5.145255e-02,4.104127e-02,4.234698e-01,3.819096e-02,1.728838e-01,6.734646e-02,0.000000e+00,3.997272e-01,5.291503e-01,3.651276e-02,2.517808e-01,1.073704e-01,7.737573e-01,1.631754e-01,7.740981e-03,5.541926e-03,5.373348e-03,5.351140e-03,4.140765e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.507667e-02,1.622913e-03,0.000000e+00,3.134166e-01,5.327241e-01,1.080625e-02,0.000000e+00,4.130227e-02,1.278902e-01,6.839239e-03,5.449374e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.341776e-02,1.832619e-01,4.011103e-01,2.875608e-01,5.286095e-03,5.350560e-02,4.482079e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,6.147880e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20050103,,,1.000000e+00,9.313044e-01,8.871423e-01,8.297720e-01,8.467308e-01,8.109423e-01,7.122238e-01,7.305458e-01,6.256929e-01,4.313991e-01,2.266771e-02,2.847832e-01,1.036944e-01,0.000000e+00,9.103867e-03,1.041427e-02,1.835142e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.015775e-03,8.746716e-02,9.733053e-02,4.774001e-03,4.336255e-02,1.433859e-01,1.062105e-02,1.001484e-02,6.263527e-02,4.874329e-02,5.028103e-01,4.531949e-02,1.444492e-01,7.983529e-02,0.000000e+00,4.744433e-01,6.267335e-01,4.342482e-02,3.005607e-01,1.276919e-01,7.953986e-01,1.935397e-01,9.208178e-03,6.588371e-03,6.388109e-03,6.362883e-03,4.923908e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.081130e-02,1.898617e-03,0.000000e+00,3.725532e-01,6.310706e-01,9.103867e-03,0.000000e+00,3.453607e-02,1.074705e-01,8.105680e-03,6.491738e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.353120e-02,2.172697e-01,4.761283e-01,3.409994e-01,6.242784e-03,6.552810e-02,3.761035e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,5.150812e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20050704,,,,1.000000e+00,9.067442e-01,8.499354e-01,8.663760e-01,8.293435e-01,7.295514e-01,7.454502e-01,6.411103e-01,4.316863e-01,2.241879e-02,2.804508e-01,1.026006e-01,0.000000e+00,8.901092e-03,1.004694e-02,1.802360e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.108499e-03,9.396234e-02,1.001374e-01,4.913454e-03,4.626108e-02,1.441169e-01,1.090004e-02,1.060199e-02,6.343915e-02,5.026536e-02,5.205963e-01,4.721101e-02,1.474492e-01,8.329020e-02,0.000000e+00,4.910510e-01,6.527716e-01,4.443401e-02,3.087400e-01,1.317642e-01,7.999469e-01,2.013429e-01,9.484128e-03,6.837221e-03,6.631790e-03,6.605564e-03,5.101242e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.066404e-02,2.047758e-03,0.000000e+00,3.841331e-01,6.609984e-01,8.901092e-03,0.000000e+00,3.499546e-02,1.059385e-01,8.471333e-03,6.777742e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.241569e-02,2.259099e-01,4.937793e-01,3.544272e-01,6.676034e-03,6.555500e-02,3.792872e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,5.106503e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060116,,,,,1.000000e+00,8.946061e-01,9.113625e-01,8.727561e-01,7.673761e-01,7.844413e-01,6.748559e-01,4.102233e-01,2.133522e-02,2.673439e-01,9.786948e-02,0.000000e+00,8.496015e-03,9.563026e-03,1.718740e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.290347e-03,9.852101e-02,1.053989e-01,5.121775e-03,4.813584e-02,1.369381e-01,1.136954e-02,1.109110e-02,6.655568e-02,5.287377e-02,5.474856e-01,4.956623e-02,1.400740e-01,8.741034e-02,0.000000e+00,5.163146e-01,6.862397e-01,4.679791e-02,3.246803e-01,1.385410e-01,7.589657e-01,2.114692e-01,9.970638e-03,7.181957e-03,6.965901e-03,6.937813e-03,5.358464e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.971717e-02,2.066491e-03,0.000000e+00,4.040304e-01,6.939224e-01,8.496015e-03,0.000000e+00,3.322763e-02,1.011106e-01,8.896911e-03,7.061866e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.997420e-02,2.374524e-01,5.187962e-01,3.724980e-01,6.974247e-03,6.947852e-02,3.604344e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.864169e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060417,,,,,,1.000000e+00,9.330774e-01,9.325767e-01,8.210747e-01,8.369562e-01,7.225620e-01,3.886046e-01,2.007984e-02,2.506221e-01,9.215097e-02,0.000000e+00,7.931692e-03,8.841815e-03,1.618435e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.567272e-03,1.073003e-01,1.130839e-01,5.449714e-03,5.287011e-02,1.301079e-01,1.204327e-02,1.207231e-02,7.055703e-02,5.682764e-02,5.900455e-01,5.358900e-02,1.337704e-01,9.439323e-02,0.000000e+00,5.561769e-01,7.424110e-01,5.005929e-02,3.483195e-01,1.489811e-01,7.196208e-01,2.284582e-01,1.070636e-02,7.739614e-03,7.509195e-03,7.478413e-03,5.767926e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.840030e-02,2.235663e-03,0.000000e+00,4.338799e-01,7.518712e-01,7.931692e-03,0.000000e+00,3.177953e-02,9.494289e-02,9.638877e-03,7.634447e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.668443e-02,2.565585e-01,5.594690e-01,4.022618e-01,7.565483e-03,7.298865e-02,3.429358e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.565560e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20060918,,,,,,,1.000000e+00,9.103658e-01,8.022126e-01,8.199756e-01,7.018245e-01,3.930278e-01,2.051270e-02,2.540472e-01,9.311271e-02,0.000000e+00,8.041677e-03,9.212127e-03,1.661120e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.581764e-03,1.047607e-01,1.105787e-01,5.447412e-03,5.191949e-02,1.319533e-01,1.210679e-02,1.177934e-02,7.100999e-02,5.516253e-02,5.737993e-01,5.204573e-02,1.359007e-01,9.192840e-02,0.000000e+00,5.400800e-01,7.193129e-01,4.864431e-02,3.402390e-01,1.448610e-01,7.316228e-01,2.218168e-01,1.040685e-02,7.552505e-03,7.330498e-03,7.302683e-03,5.626833e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.852064e-02,2.223332e-03,0.000000e+00,4.223810e-01,7.317530e-01,8.041677e-03,0.000000e+00,3.196934e-02,9.600441e-02,9.367227e-03,7.522085e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.746517e-02,2.489147e-01,5.430341e-01,3.901143e-01,7.488475e-03,6.944427e-02,3.480779e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.628095e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20070115,,,,,,,,1.000000e+00,8.374213e-01,8.559184e-01,7.347762e-01,3.759498e-01,1.958698e-02,2.440509e-01,8.942395e-02,0.000000e+00,7.737237e-03,8.771672e-03,1.579405e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.714695e-03,1.100013e-01,1.156674e-01,5.610622e-03,5.331833e-02,1.264113e-01,1.243833e-02,1.222321e-02,7.322488e-02,5.768125e-02,5.990946e-01,5.428072e-02,1.298889e-01,9.588851e-02,0.000000e+00,5.643715e-01,7.512517e-01,5.095222e-02,3.546828e-01,1.512799e-01,6.985926e-01,2.314804e-01,1.087088e-02,7.872124e-03,7.639194e-03,7.609725e-03,5.867162e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.793021e-02,2.321079e-03,0.000000e+00,4.412768e-01,7.634118e-01,7.737237e-03,0.000000e+00,3.052844e-02,9.228337e-02,9.771090e-03,7.770282e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.557401e-02,2.600042e-01,5.670799e-01,4.074172e-01,7.797853e-03,7.723260e-02,3.326633e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.449332e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20070730,,,,,,,,,1.000000e+00,9.414353e-01,8.373109e-01,3.337564e-01,1.748621e-02,2.131336e-01,7.849854e-02,0.000000e+00,6.695330e-03,7.831723e-03,1.424215e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.634366e-03,1.331512e-01,1.332840e-01,6.651333e-03,6.464411e-02,1.139242e-01,1.473738e-02,1.448337e-02,8.771541e-02,6.618874e-02,6.933280e-01,6.318099e-02,1.190299e-01,1.121717e-01,0.000000e+00,6.512325e-01,8.729725e-01,5.793659e-02,4.095879e-01,1.741878e-01,6.281664e-01,2.685169e-01,1.247891e-02,9.178228e-03,8.916970e-03,8.885082e-03,6.822023e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.562783e-02,2.730523e-03,0.000000e+00,5.081631e-01,7.915900e-01,6.695330e-03,0.000000e+00,2.728962e-02,8.074866e-02,1.142767e-02,9.200210e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.971224e-02,3.017521e-01,6.558225e-01,4.724063e-01,9.656153e-03,9.201917e-02,3.001794e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,3.882838e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
as_caida20071105,,,,,,,,,,1.000000e+00,8.155427e-01,3.341390e-01,1.778402e-02,2.169833e-01,7.942718e-02,0.000000e+00,6.859743e-03,8.237093e-03,1.461746e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.623968e-03,1.272169e-01,1.308316e-01,6.660679e-03,6.141719e-02,1.145226e-01,1.482700e-02,1.383698e-02,8.814563e-02,6.411988e-02,6.713165e-01,6.070499e-02,1.185365e-01,1.080836e-01,0.000000e+00,6.296616e-01,8.382273e-01,5.654335e-02,3.995597e-01,1.688005e-01,6.299081e-01,2.583129e-01,1.209841e-02,8.900243e-03,8.648665e-03,8.620982e-03,6.618119e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.589691e-02,2.679053e-03,0.000000e+00,4.940728e-01,7.936811e-01,6.859743e-03,0.000000e+00,2.692584e-02,8.201647e-02,1.098143e-02,8.945349e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.067571e-02,2.904153e-01,6.320358e-01,4.542816e-01,9.315286e-03,8.538295e-02,3.009071e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,3.948066e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
